60080841,The Stepford Wives,book,Author=Ira Levin,Publisher=Perennial,Year=2002
60081597,Dr. Atkins' New Diet Revolution New and Revised Edition,book,Author=Robert C. Atkins,Publisher=Perennial Currents,Year=2002
60081961,Once Upon a Town: The Miracle of the North Platte Canteen,book,Author=Bob Greene,Publisher=William Morrow,Year=2002
60083255,Ties That Bind: A Novel,book,Author=Phillip Margolin,Publisher=HarperTorch,Year=2004
60083263,Sleeping Beauty (Margolin Phillip),book,Author=Phillip Margolin,Publisher=HarperCollins,Year=2004
60083298,The Dominant Blonde,book,Author=Alisa Kwitney,Publisher=Avon Trade,Year=2002
60083948,Tishomingo Blues,book,Author=Elmore Leonard,Publisher=HarperTorch,Year=2002
60084405,Bread Alone : A Novel,book,Author=Judith R. Hendricks,Publisher=Perennial,Year=2002
60084456,Chasing Rumi: A Fable About Finding the Heart's True Desire,book,Author=Roger Housden,Publisher=HarperSanFrancisco,Year=2002
60085444,She Went All the Way (Avon Light Contemporary Romances),book,Author=Meggin Cabot,Publisher=Avon,Year=2002
60085452,Boy Meets Girl,book,Author=Meg Cabot,Publisher=Avon Trade,Year=2004
60085894,Frida : A Biography of Frida Kahlo,book,Author=Hayden Herrera,Publisher=Perennial,Year=2002
60086246,Last Chance Saloon,book,Author=Marian Keyes,Publisher=Perennial,Year=2003
60086386,Filthy Rich,book,Author=Dorothy Samuels,Publisher=Avon Trade,Year=2002
60086661,Lily Dale: The True Story of the Town that talks to the Dead,book,Author=Christine Wicker,Publisher=HarperSanFrancisco,Year=2003
60088613,Fire,book,Author=Sebastian Junger,Publisher=Perennial,Year=2002
60090367,Watermelon,book,Author=Marian Keyes,Publisher=Perennial,Year=2002
60090375,Lucy Sullivan Is Getting Married,book,Author=Marian Keyes,Publisher=Perennial,Year=2002
60090383,Rachel's Holiday,book,Author=Marian Keyes,Publisher=Perennial,Year=2002
60092130,Dance of Seduction (Avon Romantic Treasures),book,Author=Sabrina Jeffries,Publisher=Avon,Year=2003
60092645,My Favorite Bride,book,Author=Christina Dodd,Publisher=Avon,Year=2002
60092653,Scandalous Again,book,Author=Christina Dodd,Publisher=Avon,Year=2003
60092661,One Kiss From You,book,Author=Christina Dodd,Publisher=Avon,Year=2003
60092963,Adventures of a Scottish Heiress,book,Author=Cathy Maxwell,Publisher=Avon,Year=2003
60094397,Dale Brown's Dreamland: Razor's Edge (Dreamland (Harper Paperback)),book,Author=Dale Brown,Publisher=Avon Books,Year=2002
60094850,The Torn Skirt,book,Author=Rebecca Godfrey,Publisher=Perennial,Year=2002
60095288,Fire Lover,book,Author=Joseph Wambaugh,Publisher=Avon Books,Year=2003
60096071,Princess in Waiting (The Princess Diaries Vol. 4),book,Author=Meg Cabot,Publisher=HarperCollins,Year=2003
60096195,The Boy Next Door,book,Author=Meggin Cabot,Publisher=Avon Trade,Year=2002
60096209,A Little Help from Above,book,Author=Saralee Rosenberg,Publisher=Avon Trade,Year=2002
60096675,Behaving Like Adults : A Novel,book,Author=Anna Maxted,Publisher=Regan Books,Year=2003
60097469,Dancing in My Nuddy-Pants : Even Further Confessions of Georgia Nicolson (Confessions of Georgia Nicolson),book,Author=Louise Rennison,Publisher=HarperTempest,Year=2003
60097825,Zoya's Story: An Afghan Woman's Struggle for Freedom,book,Author=John Follain,Publisher=William Morrow,Year=2002
60098538,Black Silk (Avon Romance),book,Author=Judith Ivory,Publisher=Avon,Year=2002
60099089,Among the Heroes: United Flight 93 and the Passengers and Crew Who Fought Back,book,Author=Jere Longman,Publisher=HarperCollins Publishers,Year=2002
60139145,The Gulag Archipelago 1918-1956 : An Experiment in Literary Investigation I-II,book,Author=Alexander Solzhenitsyn,Publisher=Harpercollins,Year=1974
60148934,Spring Moon: A Novel of China,book,Author=Bette Lord,Publisher=Harpercollins,Year=1981
60149205,An Indecent Obsession,book,Author=Colleen McCullough,Publisher=Harpercollins,Year=1981
60152583,Unbearable Lightness of Being,book,Author=Milans Kundera,Publisher=Harpercollins,Year=1984
60156732,The Search for Signs of Intelligent Life in the Universe,book,Author=Jane Wagner,Publisher=Harpercollins,Year=1986
60159790,Shining Through,book,Author=Susan Isaacs,Publisher=Harpercollins,Year=1988
60160772,Peace Love and Healing: Bodymind Communication and the Path to Self-Healing : An Exploration,book,Author=Bernie S.,Publisher=Harpercollins,Year=1989
60161582,The Lost Continent: Travels in Small Town America,book,Author=Bill Bryson,Publisher=Harpercollins,Year=1989
60161701,I Want to Grow Hair I Want to Grow Up I Want to Go to Boise: Children Surviving Cancer,book,Author=Erma Bombeck,Publisher=Harpercollins,Year=1989
60163704,Coyote Waits,book,Author=Tony Hillerman,Publisher=Harpercollins,Year=1990
60163747,Return to Love: Reflections on the Principles of a Course in Miracles,book,Author=Marianne Williamson,Publisher=Harpercollins,Year=1992
60163976,Family Pictures: A Novel,book,Author=Sue Miller,Publisher=Harpercollins,Year=1990
60165529,Maybe the Moon: A Novel,book,Author=Armistead Maupin,Publisher=Harpercollins,Year=1992
60165979,Care of the Soul: A Guide for Cultivating Depth and Sacredness in Everyday Life,book,Author=Thomas Moore,Publisher=HarperCollins Publishers,Year=1992
60165987,Slow Hand: Women Writing Erotica,book,Author=Michele Slung,Publisher=Harpercollins,Year=1992
60167688,After All These Years,book,Author=Susan Isaacs,Publisher=Harpercollins,Year=1993
60168013,Pigs in Heaven,book,Author=Barbara Kingsolver,Publisher=Harpercollins,Year=1993
60168382,Eat More Weigh Less: Dr. Dean Ornish's Life Choice Program for Losing Weight Safely While Eating Abundantly,book,Author=Dean,Publisher=Harpercollins,Year=1993
60168609,Cloudsplitter,book,Author=Russell Banks,Publisher=HarperCollins Publishers,Year=1998
60168706,The Living: A Novel,book,Author=Annie Dillard,Publisher=Harpercollins,Year=1992
60169281,Soul Mates: Honoring the Mysteries of Love and Relationship,book,Author=Thomas Moore,Publisher=Harpercollins,Year=1994
60170166,The Infinite Plan: A Novel,book,Author=Isabel Allende,Publisher=Harpercollins,Year=1993
60170190,A Big Storm Knocked It over: A Novel,book,Author=Laurie Colwin,Publisher=Harpercollins,Year=1993
60171316,Mr. Ives' Christmas,book,Author=Oscar Hijuelos,Publisher=Harpercollins,Year=1995
60171626,What Your Mother Couldn't Tell You and Your Father Didn't Know: Advanced Relationship Skills for Better Communication and Lasting Intimacy,book,Author=John Gray,Publisher=HarperCollins Publishers,Year=1994
60171928,Mutant Message Down Under,book,Author=Marlo Morgan,Publisher=Harpercollins,Year=1994
60172126,Mars and Venus in the Bedroom : Guide to Lasting Romance and Passion A,book,Author=John Gray,Publisher=HarperCollins,Year=1995
60172533,Paula,book,Author=Isabel Allende,Publisher=Harpercollins,Year=1995
60172916,High Tide in Tucson: Essays from Now or Never,book,Author=Barbara Kingsolver,Publisher=HarperCollins Publishers,Year=1995
60173076,How Could You Do That: The Abdication of Character Courage and Conscience,book,Author=Laura Schlessinger,Publisher=Harpercollins,Year=1996
60173289,Divine Secrets of the Ya-Ya Sisterhood : A Novel,book,Author=Rebecca Wells,Publisher=HarperCollins,Year=1996
60175184,The Fourth Estate,book,Author=Jeffrey Archer,Publisher=Harpercollins,Year=1996
60175400,The Poisonwood Bible,book,Author=Barbara Kingsolver,Publisher=HarperCollins,Year=1999
60175532,Young Wives,book,Author=Olivia Goldsmith,Publisher=HarperCollins Publishers,Year=2000
60175605,Words I Wish I Wrote: A Collection of Writing That Inspired My Ideas,book,Author=Robert Fulghum,Publisher=Harpercollins,Year=1997
60175680,Switcheroo,book,Author=Olivia Goldsmith,Publisher=HarperCollins Publishers,Year=1998
60175818,The First Eagle,book,Author=Tony Hillerman,Publisher=Harpercollins,Year=1998
60175869,From Dawn to Decadence: 1500 to the Present: 500 Years of Western Cultural Life,book,Author=Jacques Barzun,Publisher=HarperCollins,Year=2000
60175966,The Professor and the Madman,book,Author=Simon Winchester,Publisher=HarperCollins Publishers,Year=1998
60176075,Lily White,book,Author=Susan Isaacs,Publisher=Harpercollins,Year=1996
60176083,Red White and Blue,book,Author=Susan Isaacs,Publisher=HarperCollins Publishers,Year=1998
60176148,Fault Lines,book,Author=Anne Rivers Siddons,Publisher=Harpercollins,Year=1995
60176156,Up Island,book,Author=Anne Rivers Siddons,Publisher=HarperCollins Publishers,Year=1997
60176164,Low Country: A Novel,book,Author=Anne Rivers Siddons,Publisher=HarperCollins Publishers,Year=1998
60176806,Love in Another Town,book,Author=Barbara Taylor Bradford,Publisher=Harpercollins,Year=1995
60176970,Notorious,book,Author=Janet Dailey,Publisher=HarperCollins Publishers,Year=1996
60177217,Her Own Rules,book,Author=Barbara Taylor Bradford,Publisher=Harpercollins,Year=1996
60177225,Dangerous to Know,book,Author=Barbara Taylor Bradford,Publisher=Harpercollins,Year=1995
60177233,Everything to Gain,book,Author=Barbara Taylor Bradford,Publisher=Harpercollins,Year=1994
60177349,Star Trek Memories,book,Author=William Shatner,Publisher=Harpercollins,Year=1993
60177500,Small Gods: A Novel of Discworld,book,Author=Terry Pratchett,Publisher=HarperCollins Publishers,Year=1994
60177632,Stitches in Time,book,Author=Barbara Michaels,Publisher=Harpercollins,Year=1995
60177721,Finding Moon,book,Author=Tony Hillerman,Publisher=Harpercollins,Year=1995
60177888,All I Know About Animal Behavior I Learned in Loehmann's Dressing Room,book,Author=Erma Bombeck,Publisher=Harpercollins,Year=1995
60178221,The Bestseller,book,Author=Olivia Goldsmith,Publisher=Harpercollins,Year=1996
60178248,The Passion Dream Book: A Novel,book,Author=Whitney Otto,Publisher=HarperCollins Publishers,Year=1997
60179333,Colony,book,Author=Anne Rivers Siddons,Publisher=Harpercollins,Year=1992
60179341,Downtown,book,Author=Anne Rivers Siddons,Publisher=Harpercollins,Year=1994
60179457,Honor Among Thieves,book,Author=Jeffrey Archer,Publisher=Harpercollins,Year=1993
60179791,For Love,book,Author=Sue Miller,Publisher=Harpercollins,Year=1993
60182563,Underboss: Sammy the Bull Gravano's Story of Life in the Mafia,book,Author=Peter Maas,Publisher=Harpercollins,Year=1997
60182687,Power of a Woman,book,Author=Barbara Taylor Bradford,Publisher=Harpercollins,Year=1997
60183225,A Marriage Made in Heaven... or Too Tired for an Affair,book,Author=Erma Bombeck,Publisher=Harpercollins,Year=1993
60183411,Is It Hot in Here or Is It Me?: A Personal Look at the Facts Fallacies and Feelings of Menopause,book,Author=Gayle Sand,Publisher=Harpercollins,Year=1993
60183713,Consuming Passions: A Food-Obsessed Life,book,Author=Michael Lee West,Publisher=HarperCollins Publishers,Year=1999
60184957,Pride Prejudice and Jasmin Field : A Novel,book,Author=Melissa Nathan,Publisher=Avon Trade,Year=2001
60185074,The Vendetta Defense,book,Author=Lisa Scottoline,Publisher=HarperCollins Publishers,Year=2001
60185147,Courting Trouble,book,Author=Lisa Scottoline,Publisher=HarperCollins Publishers,Year=2002
60185287,Flight Lessons,book,Author=Patricia Gaffney,Publisher=HarperCollins,Year=2002
60185708,The Reluctant Suitor,book,Author=Kathleen E. Woodiwiss,Publisher=William Morrow,Year=2003
60186526,Marrying Mom,book,Author=Olivia Goldsmith,Publisher=Harpercollins,Year=1996
60187271,The Last Report on the Miracles at Little No Horse,book,Author=Louise Erdrich,Publisher=HarperCollins Publishers,Year=2001
60187476,Mistaken Identity,book,Author=Lisa Scottoline,Publisher=Harpercollins,Year=1999
60187840,True Love: Stories,book,Author=Robert Fulghum,Publisher=Harpercollins,Year=1997
60188731,Bel Canto,book,Author=Ann Patchett,Publisher=HarperCollins Publishers,Year=2001
60188952,Bread Alone,book,Author=Judith Ryan Hendricks,Publisher=William Morrow &amp; Company,Year=2001
60191058,The Bachelor's Cat: A Love Story,book,Author=L. F. Hoffman,Publisher=HarperCollins Publishers,Year=1997
60191384,The Ten Commandments: The Significance of God's Laws in Everyday Life,book,Author=Laura C. Schlessinger,Publisher=HarperCollins Publishers,Year=1998
60191538,Perfect Murder Perfect Town,book,Author=Lawrence Schiller,Publisher=Harpercollins,Year=1999
60191813,Orchid Beach,book,Author=Stuart Woods,Publisher=Harpercollins,Year=1998
60191821,Worst Fears Realized,book,Author=Stuart Woods,Publisher=Harpercollins,Year=1999
60191872,The Run: A Novel,book,Author=Stuart Woods,Publisher=HarperCollins Publishers,Year=2000
60191929,The Saving Graces : A Novel,book,Author=Patricia Gaffney,Publisher=HarperCollins,Year=1999
60191988,A Night Without Armor : Poems,book,Author=Jewel,Publisher=HarperCollins,Year=1998
60192119,As Nature Made Him: The Boy Who Was Raised As a Girl,book,Author=John Colapinto,Publisher=HarperCollins Publishers,Year=2000
60192356,Other Worlds,book,Author=Barbara Michaels,Publisher=HarperCollins Publishers,Year=1999
60192631,One Heart,book,Author=Jane McCafferty,Publisher=HarperCollins Publishers,Year=1999
60192704,Beauty Fades Dumb Is Forever: The Making of a Happy Woman,book,Author=Judy Sheindlin,Publisher=Cliff Street Books,Year=1999
60192895,Hunting Badger,book,Author=Tony Hillerman,Publisher=HarperCollins Publishers,Year=1999
60193123,The Bingo Queens of Paradise,book,Author=June Park,Publisher=Cliff Street Books,Year=1999
60193395,Body for Life: 12 Weeks to Mental and Physical Strength,book,Author=Bill Phillips,Publisher=HarperCollins,Year=1999
60193506,Cybill Disobedience : How I Survived Beauty Pageants Elvis Sex Bruce Willis Lies Marriage Motherhood Hollywood and the Irrepressible Urge to Say What I Think,book,Author=Cybill Shepherd,Publisher=HarperCollins Publishers,Year=2000
60193611,The Map That Changed the World: William Smith and the Birth of Modern Geology,book,Author=Simon Winchester,Publisher=HarperCollins,Year=2001
60193751,Circle of Three,book,Author=Patricia Gaffney,Publisher=HarperCollins Publishers,Year=2000
60194448,The Wailing Wind,book,Author=Tony Hillerman,Publisher=HarperCollins Publishers,Year=2002
60194790,Waiting : The True Confessions of a Waitress,book,Author=Debra Ginsberg,Publisher=HarperCollins Publishers,Year=2000
60194995,To Kill a Mockingbird : The 40th Anniversary Edition of the Pulitzer Prize-Winning Novel,book,Author=Harper Lee,Publisher=HarperCollins,Year=1999
60195339,Sandy Koufax : A Lefty's Legacy,book,Author=Jane Leavy,Publisher=HarperCollins,Year=2002
60195444,River Town: Two Years on the Yangtze,book,Author=Peter Hessler,Publisher=HarperCollins Publishers,Year=2001
60195460,Keep It Simple Stupid: You're Smarter Than You Look,book,Author=Judy Sheindlin,Publisher=HarperCollins Publishers,Year=2000
60195622,Set This House in Order: A Romance of Souls,book,Author=Matt Ruff,Publisher=HarperCollins,Year=2003
60195703,Long Time No See,book,Author=Susan Isaacs,Publisher=HarperCollins Publishers,Year=2001
60195827,Paradise Alley: A Novel (Today Show Book Club #6),book,Author=Kevin Baker,Publisher=HarperCollins,Year=2002
60195932,Singing My Him Song,book,Author=Malachy McCourt,Publisher=HarperCollins Publishers,Year=2000
60196092,Moment of Truth,book,Author=Lisa Scottoline,Publisher=HarperCollins Publishers,Year=2000
60196122,Veronika Decides to Die,book,Author=Paulo Coelho,Publisher=HarperCollins Publishers,Year=2000
60196246,Wild Justice,book,Author=Phillip Margolin,Publisher=HarperCollins Publishers,Year=2000
60197005,Stonehenge: 2000 B.C.,book,Author=Bernard Cornwell,Publisher=HarperCollins Publishers,Year=2000
60198125,Coastliners : A Novel,book,Author=Joanne Harris,Publisher=William Morrow,Year=2002
60198133,Five Quarters of the Orange,book,Author=Joanne Harris,Publisher=William Morrow &amp; Company,Year=2001
60198303,The Burglar on the Prowl (Block Lawrence),book,Author=Lawrence Block,Publisher=William Morrow,Year=2004
60198346,The Sky Is Falling,book,Author=Sidney Sheldon,Publisher=William Morrow &amp; Company,Year=2000
60198524,Population: 485 : Meeting Your Neighbors One Siren at a Time (Wisconsin),book,Author=Michael Perry,Publisher=HarperCollins,Year=2002
60198702,Murder Boogies with Elvis,book,Author=Anne George,Publisher=William Morrow &amp; Company,Year=2001
60198753,Moving Target,book,Author=Elizabeth Lowell,Publisher=William Morrow &amp; Company,Year=2001
60199563,Thief of Time,book,Author=Terry Pratchett,Publisher=HarperCollins Publishers,Year=2001
60199598,Little Bitty Lies,book,Author=Mary Kay Andrews,Publisher=HarperCollins,Year=2003
60199652,Prodigal Summer,book,Author=Barbara Kingsolver,Publisher=HarperCollins,Year=2000
60199865,Cultivating Delight: A Natural History of My Garden,book,Author=Diane Ackerman,Publisher=HarperCollins Publishers,Year=2001
60229357,Harold and the Purple Crayon 50th Anniversary Edition,book,Author=Crockett Johnson,Publisher=HarperCollins,Year=1955
60234814,The Lion the Witch and the Wardrobe (The Chronicles of Narnia),book,Author=C. S. Lewis,Publisher=HarperCollins,Year=1994
60234970,The Magician's Nephew (rpkg) (Narnia),book,Author=C. S. Lewis,Publisher=HarperCollins,Year=1994
60248025,Falling Up,book,Author=Shel Silverstein,Publisher=HarperCollins,Year=1996
60254920,Where the Wild Things Are,book,Author=Maurice Sendak,Publisher=HarperCollins,Year=1988
60256656,The Giving Tree,book,Author=Shel Silverstein,Publisher=HarperCollins Publishers,Year=1964
60256672,Where the Sidewalk Ends : Poems and Drawings,book,Author=Shel Silverstein,Publisher=HarperCollins,Year=1974
60256737,A Light in the Attic,book,Author=Shel Silverstein,Publisher=HarperCollins,Year=1981
60263857,Charlotte's Web,book,Author=E. B. White,Publisher=Harpercollins Juvenile Books,Year=1952
60264306,Little House in the Big Woods (Little House),book,Author=Laura Ingalls Wilder,Publisher=HarperCollins,Year=1953
60264454,Little House on the Prairie (Little House),book,Author=Laura Ingalls Wilder,Publisher=HarperCollins,Year=1953
60277491,Violet &amp; Claire,book,Author=Francesca Lia Block,Publisher=Joanna Cotler,Year=1999
60280921,Abarat,book,Author=Clive Barker,Publisher=Joanna Cotler,Year=2002
60283130,The Reptile Room (A Series of Unfortunate Events Book 2),book,Author=Lemony Snicket,Publisher=HarperCollins,Year=1999
60294655,Princess in the Spotlight (The Princess Diaries Vol. 2),book,Author=Meg Cabot,Publisher=HarperCollins,Year=2001
60294671,Princess in Love (The Princess Diaries Vol. 3),book,Author=Meg Cabot,Publisher=HarperCollins,Year=2002
60294698,All-American Girl,book,Author=Meg Cabot,Publisher=HarperCollins,Year=2002
60391448,Wicked : The Life and Times of the Wicked Witch of the West,book,Author=Gregory Maguire,Publisher=HarperCollins,Year=1995
60391480,Microserfs,book,Author=Douglas Coupland,Publisher=Harpercollins,Year=1995
60391502,The Zone: A Dietary Road Map to Lose Weight Permanently : Reset Your Generic Code : Prevent Disease : Achieve Maximum Physical Performance,book,Author=Barry Sears,Publisher=ReganBooks,Year=1995
60391553,Enter Whining,book,Author=Fran Drescher,Publisher=Harpercollins,Year=1996
60391626,I Know This Much Is True (Oprah's Book Club),book,Author=Wally Lamb,Publisher=Regan Books,Year=1998
60391677,Miss America,book,Author=Howard Stern,Publisher=Harpercollins,Year=1995
60391782,Girlfriend in a Coma,book,Author=Douglas Coupland,Publisher=ReganBooks,Year=1998
60391839,In Contempt,book,Author=Christopher A. Darden,Publisher=Harpercollins,Year=1996
60391901,Mastering the Zone: The Next Step in Achieving SuperHealth and Permanent Fat Loss,book,Author=Barry Sears,Publisher=ReganBooks,Year=1996
60392096,Vendetta: Lucky's Revenge,book,Author=Jackie Collins,Publisher=Harpercollins,Year=1997
60392452,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,book,Author=Michael Moore,Publisher=Regan Books,Year=2002
60392827,Confessions of an Ugly Stepsister,book,Author=Gregory Maguire,Publisher=ReganBooks,Year=1999
60392991,Have a Nice Day : A Tale of Blood and Sweatsocks,book,Author=Mick Foley,Publisher=ReganBooks,Year=1999
60393211,Running in Heels: A Novel,book,Author=Anna Maxted,Publisher=ReganBooks,Year=2001
60393297,If They Only Knew,book,Author=Chyna,Publisher=ReganBooks,Year=2001
60393823,Lost,book,Author=Gregory Maguire,Publisher=ReganBooks,Year=2001
60394447,Tommy's Tale: A Novel,book,Author=Alan Cumming,Publisher=Regan Books,Year=2002
60502177,To Wed a Stranger,book,Author=Edith Layton,Publisher=Avon,Year=2003
60502258,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,book,Author=Rebecca Wells,Publisher=HarperTorch,Year=2002
60502312,Breaking All the Rules (Avon Light Contemporary Romances),book,Author=Sue Civil-Brown,Publisher=Avon,Year=2002
60504072,Small Wonder: Essays,book,Author=Barbara Kingsolver,Publisher=HarperCollins,Year=2002
60504080,Small Wonder : Essays,book,Author=Barbara Kingsolver,Publisher=Perennial,Year=2003
60504110,Die in Plain Sight,book,Author=Elizabeth Lowell,Publisher=Avon Books,Year=2004
60505249,Where's My Hero?,book,Author=Lisa Kleypas,Publisher=Avon Books,Year=2003
60505257,The Archer's Tale,book,Author=Bernard Cornwell,Publisher=HarperTorch,Year=2002
60505729,The Perfect Lover,book,Author=Stephanie Laurens,Publisher=Avon,Year=2004
60505885,The Scandalous Summer of Sissy LeBlanc : A Novel,book,Author=Loraine Despres,Publisher=Perennial,Year=2002
60505931,The Good Mother : A Novel,book,Author=Sue Miller,Publisher=Perennial,Year=2002
60506067,Clara Callan : A Novel,book,Author=Richard B. Wright,Publisher=HarperCollins,Year=2002
60506679,Every Secret Thing : A Novel,book,Author=Laura Lippman,Publisher=William Morrow,Year=2003
60506989,We Were Soldiers Once... and Young: Ia Drang--The Battle That Changed the War in Vietnam,book,Author=Harold G. Moore,Publisher=HarperTorch,Year=2002
60507365,When Strangers Marry,book,Author=Lisa Kleypas,Publisher=Avon Books,Year=2002
60507403,The Cheese Monkeys : A Novel in Two Semesters,book,Author=Chip Kidd,Publisher=Perennial,Year=2002
60507772,The Last Hero : A Discworld Fable,book,Author=Terry Pratchett,Publisher=Eos,Year=2002
60507845,A Promising Man (and About Time Too),book,Author=Elizabeth Young,Publisher=Avon Trade,Year=2002
60508108,Duchess in Love,book,Author=Eloisa James,Publisher=Avon,Year=2002
60508183,Fatal Flaw,book,Author=William Lashner,Publisher=HarperTorch,Year=2004
60508302,Angels Everywhere: A Season of Angels/Touched by Angels (Avon Romance),book,Author=Debbie MacOmber,Publisher=Avon Books,Year=2002
60509392,Mrs. Kimble : A Novel,book,Author=Jennifer Haigh,Publisher=William Morrow,Year=2003
60509406,Mrs. Kimble : A Novel,book,Author=Jennifer Haigh,Publisher=Perennial,Year=2004
60509465,The Thing About Men (Avon Romance),book,Author=Elizabeth Bevarly,Publisher=Avon,Year=2003
60509546,Tropic of Night,book,Author=Michael Gruber,Publisher=William Morrow,Year=2003
60510323,LA Ciudad De Las Bestias,book,Author=Isabel Allende,Publisher=Rayo,Year=2003
60511508,The Further Observations of Lady Whistledown,book,Author=Julia Quinn,Publisher=Avon,Year=2003
60512377,Does She or Doesn't She?,book,Author=Alisa Kwitney,Publisher=Avon Trade,Year=2003
60512806,Cryptonomicon,book,Author=Neal Stephenson,Publisher=Avon Books,Year=2002
60512822,The Poisonwood Bible,book,Author=Barbara Kingsolver,Publisher=HarperTorch,Year=2003
60513640,One Night of Scandal,book,Author=Teresa Medeiros,Publisher=Avon Books,Year=2003
60514930,Dead Ringer (Scottoline Lisa),book,Author=Lisa Scottoline,Publisher=HarperCollins,Year=2003
60514949,Dead Ringer,book,Author=Lisa Scottoline,Publisher=HarperTorch,Year=2004
60514957,Killer Smile (Scottoline Lisa),book,Author=Lisa Scottoline,Publisher=HarperCollins,Year=2004
60516283,Gallow's Thief,book,Author=Bernard Cornwell,Publisher=HarperTorch,Year=2003
60517212,If the Slipper Fits (Avon Romance),book,Author=Elaine Fox,Publisher=Avon,Year=2003
60517611,The Lady in Question,book,Author=Victoria Alexander,Publisher=Avon,Year=2003
60517794,Little Altars Everywhere,book,Author=Rebecca Wells,Publisher=HarperTorch,Year=2003
60519134,Savannah Blues,book,Author=Mary Kay Andrews,Publisher=Perennial,Year=2003
60520507,Sushi for Beginners : A Novel (Keyes Marian),book,Author=Marian Keyes,Publisher=William Morrow,Year=2003
60520612,The Proper Care and Feeding of Husbands,book,Author=Laura Schlessinger,Publisher=HarperCollins,Year=2003
60520841,Bias : A CBS Insider Exposes How the Media Distort the News,book,Author=Bernard Goldberg,Publisher=Perennial Currents,Year=2003
